dteday,hum,weathersit,holiday,season,atemp,temp,hr,casual,registered,cnt
2012-05-31,0.69,1,0,2,0.6061,0.64,1,4,22,26
2011-04-13,0.72,2,0,2,0.4394,0.44,15,12,69,81
2012-05-15,0.61,2,0,2,0.6515,0.7,15,51,205,256
2012-08-13,0.4,1,0,3,0.6818,0.76,11,94,151,245
2012-11-24,0.38,1,0,4,0.2273,0.26,18,22,123,145
2011-03-14,0.46,1,0,1,0.3182,0.34,20,23,106,129
2012-06-06,0.43,1,0,2,0.6212,0.62,11,65,161,226
2012-08-21,0.83,1,0,3,0.5758,0.62,23,23,113,136
2012-12-30,0.38,1,0,1,0.2576,0.28,15,37,101,138
2012-11-17,0.7,1,0,4,0.2273,0.24,7,8,70,78
2012-09-30,0.63,1,0,4,0.4697,0.48,2,21,71,92
2012-09-14,0.54,2,0,3,0.6515,0.7,12,119,290,409
2011-04-11,0.94,1,0,2,0.4545,0.46,1,1,3,4
2012-06-02,0.46,1,0,2,0.5455,0.58,11,179,357,536
2012-10-16,0.63,1,0,4,0.4545,0.46,21,19,176,195
2012-11-10,0.81,1,0,4,0.3182,0.3,1,8,68,76
2012-11-19,0.66,1,0,4,0.3485,0.34,22,7,106,113
2012-08-09,0.84,1,0,3,0.6667,0.7,2,2,12,14
2012-07-26,0.78,1,0,3,0.6061,0.66,6,16,165,181
2012-06-28,0.25,1,0,3,0.7273,0.86,14,66,188,254
2012-11-13,0.81,3,0,4,0.303,0.32,9,1,109,110
2012-06-10,0.36,1,0,2,0.7424,0.84,16,173,335,508
2011-12-13,0.8,1,0,4,0.2576,0.2,1,0,4,4
2011-01-15,0.45,1,0,1,0.2879,0.3,23,5,39,44
2011-02-05,0.93,3,0,1,0.2576,0.22,7,0,4,4
2012-03-02,0.7,1,0,1,0.3333,0.3,6,4,88,92
2011-11-09,0.67,1,0,4,0.4545,0.46,11,21,131,152
2012-11-09,0.53,1,0,4,0.303,0.32,2,1,11,12
2012-12-17,0.87,2,0,4,0.3939,0.38,8,10,582,592
2012-01-25,0.7,1,0,1,0.2273,0.24,8,18,495,513
2011-10-21,0.71,1,0,4,0.3485,0.36,3,0,7,7
2011-07-07,0.44,1,0,3,0.7576,0.84,18,70,492,562
2012-11-25,0.47,2,0,4,0.2424,0.22,6,1,10,11
2011-05-31,0.56,1,0,2,0.7879,0.82,10,37,72,109
2012-04-28,0.41,1,0,2,0.4242,0.42,15,148,260,408
2011-08-27,0.89,3,0,3,0.5758,0.64,16,10,14,24
2011-06-11,0.79,1,0,2,0.6667,0.7,1,10,67,77
2012-02-18,0.43,1,0,1,0.4091,0.4,13,165,219,384
2012-08-03,0.83,1,0,3,0.6061,0.66,4,1,11,12
2011-01-09,0.46,1,0,1,0.1212,0.14,20,0,38,38
2011-01-01,0.81,1,0,1,0.2879,0.24,0,3,13,16
2012-07-21,0.88,3,0,3,0.5455,0.6,3,7,18,25
2012-01-26,0.81,2,0,1,0.303,0.3,10,16,92,108
2012-10-03,0.94,2,0,4,0.5455,0.62,1,3,16,19
2012-11-28,0.42,1,0,4,0.3333,0.34,13,21,193,214
2011-07-16,0.45,1,0,3,0.6667,0.74,14,201,232,433
2012-06-16,0.56,1,0,2,0.5303,0.56,1,16,79,95
2012-01-18,0.46,1,0,1,0.2879,0.34,5,0,29,29
2011-10-07,0.77,1,0,4,0.4697,0.48,9,34,207,241
2012-04-09,0.44,1,0,2,0.4394,0.44,23,6,61,67
2012-10-03,0.94,3,0,4,0.5455,0.62,0,5,47,52
2011-02-12,0.39,1,0,1,0.2727,0.3,13,32,103,135
2012-06-01,0.73,2,0,2,0.5909,0.62,4,1,5,6
2012-12-27,0.6,1,0,1,0.2121,0.24,19,11,106,117
2011-11-01,0.87,2,0,4,0.3485,0.36,0,3,18,21
2011-06-29,0.54,1,0,3,0.6515,0.7,7,18,318,336
2011-09-28,0.94,3,0,4,0.5152,0.6,6,3,111,114
2012-08-28,0.35,1,0,3,0.697,0.8,17,90,774,864
2011-04-20,0.61,1,0,2,0.6212,0.66,9,27,170,197
2011-02-23,0.5,1,0,1,0.1515,0.12,5,0,8,8
2011-08-18,0.79,2,0,3,0.6364,0.68,21,12,137,149
2011-08-30,0.77,1,0,3,0.5,0.52,4,0,6,6
2011-02-09,0.8,3,0,1,0.1667,0.16,22,4,42,46
2012-04-22,0.82,2,0,2,0.4545,0.46,0,32,85,117
2012-08-03,0.74,1,0,3,0.6667,0.7,7,25,396,421
2011-06-09,0.7,2,0,2,0.7273,0.76,8,32,400,432
2012-11-25,0.44,1,0,4,0.2727,0.22,3,0,8,8
2011-06-10,0.74,1,0,2,0.697,0.72,22,40,145,185
2011-09-01,0.57,2,0,3,0.6212,0.66,22,34,145,179
2012-06-09,0.5,1,0,2,0.6212,0.64,2,21,68,89
2011-09-12,0.83,1,0,3,0.5303,0.56,5,1,23,24
2012-07-08,0.38,1,0,3,0.8788,0.94,13,118,219,337
2011-08-01,0.51,1,0,3,0.6667,0.74,19,63,350,413
2012-09-13,0.73,1,0,3,0.5303,0.56,0,11,46,57
2012-03-04,0.4,2,0,1,0.3485,0.36,2,14,66,80
2012-02-08,0.61,3,0,1,0.3182,0.3,15,5,49,54
2012-08-03,0.66,2,0,3,0.7576,0.78,20,89,300,389
2011-09-09,0.94,3,0,3,0.5606,0.64,0,1,15,16
2011-01-25,0.74,1,0,1,0.1364,0.14,5,0,9,9
2011-06-13,0.41,1,0,2,0.6212,0.64,21,40,178,218
2011-07-19,0.66,1,0,3,0.803,0.8,17,68,445,513
2012-10-24,0.33,1,0,4,0.6515,0.74,16,67,465,532
2012-05-22,0.78,2,0,2,0.5758,0.6,10,52,148,200
2012-02-14,0.52,2,0,1,0.303,0.26,3,0,3,3
2011-06-12,0.66,1,0,2,0.6818,0.72,9,75,107,182
2011-01-11,0.55,2,0,1,0.2273,0.16,7,2,97,99
2011-08-05,0.65,1,0,3,0.6515,0.7,22,51,137,188
2012-05-12,0.36,2,0,2,0.6212,0.66,17,233,343,576
2012-01-28,0.75,1,0,1,0.2576,0.24,5,0,10,10
2011-03-06,1.0,2,0,1,0.197,0.22,22,0,10,10
2011-07-19,0.74,1,0,3,0.7121,0.74,21,47,194,241
2011-01-16,0.56,1,0,1,0.2576,0.26,4,0,1,1
2012-04-06,0.49,1,0,2,0.2727,0.3,8,19,489,508
2011-01-23,0.36,1,0,1,0.1061,0.1,21,5,20,25
2012-09-28,0.53,2,0,4,0.5455,0.58,22,30,190,220
2012-07-28,0.62,1,0,3,0.6818,0.74,0,21,170,191
2011-09-10,0.88,1,0,3,0.5455,0.6,7,9,43,52
2011-08-17,0.65,1,0,3,0.6212,0.66,7,12,296,308
2012-01-25,0.75,1,0,1,0.2576,0.26,3,0,1,1
2011-09-09,0.66,1,0,3,0.697,0.74,16,41,244,285
2011-03-01,0.36,1,0,1,0.3333,0.32,14,18,61,79
2011-06-09,0.84,2,0,2,0.7121,0.72,6,13,105,118
2011-06-09,0.58,2,0,2,0.6818,0.74,22,22,131,153
2012-02-18,0.7,1,0,1,0.2879,0.24,7,8,33,41
2012-04-16,0.61,1,1,2,0.6061,0.62,1,7,21,28
2012-03-05,0.53,2,0,1,0.2879,0.3,15,20,110,130
2011-04-20,0.94,1,0,2,0.4394,0.44,7,26,211,237
2012-09-04,0.7,1,0,3,0.697,0.74,20,47,338,385
2012-12-17,0.93,2,0,4,0.3485,0.36,6,1,107,108
2011-07-25,0.75,2,0,3,0.7424,0.76,1,4,8,12
2011-05-09,0.38,1,0,2,0.6212,0.62,17,59,539,598
2011-07-02,0.3,1,0,3,0.7273,0.84,17,179,170,349
2012-01-27,0.94,2,0,1,0.4242,0.42,5,0,24,24
2011-10-09,0.61,1,0,4,0.6061,0.62,17,208,230,438
2011-10-03,0.71,2,0,4,0.3788,0.36,6,3,91,94
2012-06-22,0.65,3,0,3,0.6364,0.68,21,40,177,217
2011-01-03,0.69,1,0,1,0.1515,0.14,22,0,20,20
2012-08-17,0.73,1,0,3,0.2424,0.64,7,11,368,379
2012-12-27,0.75,1,0,1,0.2424,0.24,5,1,10,11
2011-07-08,0.83,1,0,3,0.6061,0.66,19,45,225,270
2011-05-22,0.61,1,0,2,0.6364,0.68,16,72,201,273
2011-11-25,0.66,1,0,4,0.4091,0.4,11,99,127,226
2011-06-21,0.66,1,0,3,0.7576,0.78,17,65,507,572
2012-10-16,0.55,1,0,4,0.4697,0.48,9,32,323,355
2012-12-04,0.68,1,0,4,0.5,0.52,12,39,273,312
2012-06-03,0.34,1,0,2,0.6364,0.7,15,236,408,644
2011-05-07,0.49,1,0,2,0.5303,0.56,10,90,208,298
2011-12-29,0.56,2,0,1,0.2727,0.26,12,12,118,130
2011-03-06,1.0,3,0,1,0.4242,0.42,7,0,5,5
2012-07-06,0.41,1,0,3,0.7121,0.8,8,28,557,585
2012-09-24,0.67,1,0,4,0.4394,0.44,4,0,8,8
2012-04-24,0.29,1,0,2,0.4848,0.5,13,35,189,224
2012-10-20,0.82,1,0,4,0.4091,0.4,5,6,7,13
2011-12-26,0.43,1,1,1,0.3333,0.36,16,28,69,97
2011-06-30,0.31,1,0,3,0.6818,0.78,14,46,117,163
2012-10-26,0.88,2,0,4,0.5,0.52,4,1,4,5
2012-07-26,0.49,1,0,3,0.7424,0.8,22,33,201,234
2011-07-20,0.75,1,0,3,0.8333,0.8,20,45,264,309
2011-03-22,0.47,1,0,2,0.4545,0.46,12,35,86,121
2011-08-21,0.79,1,0,3,0.6667,0.7,8,30,62,92
2012-10-07,0.87,1,0,4,0.3939,0.38,21,22,91,113
2012-12-26,0.69,2,0,1,0.2121,0.22,6,0,36,36
2011-05-04,0.51,1,0,2,0.4848,0.5,14,13,94,107
2011-05-02,0.77,2,0,2,0.4394,0.44,5,4,16,20
2011-08-31,0.42,1,0,3,0.6667,0.74,16,46,263,309
2011-09-30,0.83,1,0,4,0.5,0.52,7,14,283,297
2012-11-22,0.76,1,1,4,0.3788,0.36,19,13,31,44
2011-08-09,0.66,1,0,3,0.697,0.74,8,40,352,392
2011-07-29,0.41,1,0,3,0.7879,0.86,20,53,153,206
2011-12-24,0.66,2,0,1,0.3182,0.32,5,1,3,4
2012-01-20,0.48,1,0,1,0.2727,0.26,1,0,15,15
2011-04-17,0.36,1,0,2,0.5,0.52,20,44,97,141
2011-01-29,0.6,1,0,1,0.2424,0.24,16,19,88,107
2011-05-19,0.64,1,0,2,0.5455,0.58,16,55,247,302
2011-09-11,0.65,1,0,3,0.6364,0.68,18,110,229,339
2012-10-16,0.45,1,0,4,0.5,0.52,13,68,260,328
2011-02-24,0.62,3,0,1,0.3939,0.38,16,4,67,71
2011-07-20,0.66,1,0,3,0.803,0.8,21,33,209,242
2011-11-20,0.63,2,0,4,0.4848,0.5,12,70,234,304
2012-07-19,0.47,1,0,3,0.7727,0.84,13,74,180,254
2011-03-24,0.7,2,0,2,0.2879,0.3,15,13,77,90
2012-01-19,0.5,1,0,1,0.1515,0.14,2,0,3,3
2011-08-18,0.74,2,0,3,0.6667,0.7,22,18,117,135
2012-04-08,0.25,1,0,2,0.4848,0.5,10,113,186,299
2011-11-08,0.87,1,0,4,0.3485,0.34,0,0,18,18
2012-08-11,0.88,2,0,3,0.5606,0.62,6,5,18,23
2011-02-19,0.16,1,0,1,0.4394,0.44,13,52,103,155
2011-11-18,0.48,1,0,4,0.2727,0.28,20,8,129,137
2011-12-01,0.4,1,0,4,0.4091,0.4,13,17,137,154
2011-07-24,0.53,1,0,3,0.803,0.84,11,74,169,243
2011-05-19,0.64,3,0,2,0.5455,0.58,13,44,139,183
2012-07-04,0.41,1,1,3,0.7879,0.86,12,164,330,494
2011-12-18,0.48,1,0,4,0.2727,0.28,16,27,207,234
2011-04-25,1.0,2,0,2,0.5,0.52,4,1,4,5
2011-02-25,0.93,3,0,1,0.3485,0.36,8,3,70,73
2012-02-20,0.55,2,1,1,0.197,0.22,7,2,42,44
2011-06-19,0.51,2,0,2,0.6667,0.74,13,149,214,363
2012-02-10,0.56,1,0,1,0.2879,0.26,3,0,5,5
2012-01-30,0.51,1,0,1,0.2121,0.2,5,0,26,26
2012-09-13,0.61,1,0,3,0.6212,0.64,10,63,149,212
2011-05-11,0.47,1,0,2,0.6212,0.64,17,17,242,259
2012-10-30,0.87,3,0,4,0.2879,0.3,16,15,83,98
2011-08-29,0.47,1,0,3,0.6212,0.66,11,38,100,138
2011-04-22,0.93,3,0,2,0.303,0.32,17,6,63,69
2011-05-28,0.55,1,0,2,0.6818,0.74,17,180,161,341
2011-09-08,1.0,2,0,3,0.5152,0.62,9,4,65,69
2012-11-29,0.49,1,0,4,0.3182,0.32,18,17,520,537
2011-06-07,0.58,2,0,2,0.6667,0.72,9,27,190,217
2011-07-23,0.59,1,0,3,0.803,0.82,21,39,115,154
2012-09-24,0.51,1,0,4,0.4848,0.5,21,26,230,256
2011-05-13,0.88,2,0,2,0.4848,0.5,9,18,215,233
2012-05-23,0.83,2,0,2,0.5758,0.62,22,23,136,159
2011-09-27,0.78,1,0,4,0.5909,0.62,20,17,221,238
2011-07-15,0.51,1,0,3,0.6515,0.7,14,105,160,265
2011-10-27,0.88,3,0,4,0.4697,0.48,5,1,14,15
2012-11-06,0.65,1,0,4,0.2576,0.24,2,0,2,2
2011-08-27,0.79,2,0,3,0.6667,0.7,10,51,154,205
2012-05-01,0.94,2,0,2,0.5,0.52,8,19,538,557
2012-11-15,0.61,2,0,4,0.2879,0.3,5,3,34,37
2011-06-02,0.44,1,0,2,0.6212,0.66,3,0,4,4
2011-12-28,0.61,1,0,1,0.303,0.32,3,0,4,4
2011-09-21,1.0,1,0,3,0.5152,0.54,0,7,20,27
2012-01-22,0.93,2,0,1,0.197,0.16,22,0,58,58
2012-07-15,0.52,1,0,3,0.7727,0.82,11,170,281,451
2011-08-17,0.69,1,0,3,0.6212,0.66,2,0,6,6
2011-04-12,0.68,2,0,2,0.5152,0.54,5,1,15,16
2012-07-16,0.66,1,0,3,0.7273,0.76,21,45,283,328
2011-03-29,0.37,1,0,2,0.2121,0.22,5,0,8,8
2011-06-10,0.58,1,0,2,0.6818,0.74,8,29,423,452
2012-11-09,0.49,1,0,4,0.303,0.34,0,9,46,55
2012-08-07,0.52,1,0,3,0.7424,0.8,15,100,206,306
2011-05-24,0.61,1,0,2,0.6515,0.7,17,56,492,548
2012-09-04,0.84,1,0,3,0.6667,0.7,8,15,617,632
2011-03-11,0.49,1,0,1,0.303,0.32,18,19,134,153
2011-11-20,0.88,3,0,4,0.4545,0.46,22,5,35,40
2011-08-05,0.78,1,0,3,0.5909,0.64,4,1,6,7
2012-09-06,0.94,3,0,3,0.5909,0.66,9,8,115,123
2012-04-22,0.87,3,0,2,0.3333,0.36,21,0,11,11
2012-10-02,0.83,3,0,4,0.5455,0.58,7,4,256,260
2011-04-10,0.94,1,0,2,0.4394,0.44,22,12,45,57
2012-07-09,0.83,2,0,3,0.6061,0.66,10,58,117,175
2011-04-07,0.55,2,0,2,0.4545,0.46,11,36,86,122
2011-01-19,0.93,2,0,1,0.2576,0.22,6,0,32,32
2011-12-05,0.87,2,0,4,0.3636,0.36,11,17,106,123
2011-10-25,0.48,1,0,4,0.5,0.52,11,46,120,166
2012-04-06,0.37,1,0,2,0.4091,0.4,11,112,179,291
2012-12-22,0.44,1,0,1,0.2121,0.26,18,7,75,82
2011-11-02,0.55,1,0,4,0.4545,0.46,12,32,157,189
2012-07-23,0.52,1,0,3,0.7727,0.82,16,111,346,457
2012-11-05,0.49,2,0,4,0.2879,0.3,8,19,629,648
2011-03-28,0.21,1,0,2,0.303,0.32,18,21,220,241
2011-04-09,1.0,3,0,2,0.2727,0.3,4,0,3,3
2011-06-17,0.94,1,0,2,0.5303,0.56,2,2,11,13
2012-11-13,0.88,3,0,4,0.4394,0.44,1,0,5,5
2012-06-19,0.78,2,0,2,0.5758,0.6,4,1,9,10
2012-04-11,0.57,1,0,2,0.303,0.34,21,11,154,165
2012-06-10,0.3,1,0,2,0.7121,0.82,12,173,329,502
2012-10-05,0.6,1,0,4,0.6061,0.6,9,58,326,384
2011-01-11,0.86,2,0,1,0.1515,0.16,16,4,72,76
2012-02-07,0.5,1,0,1,0.3485,0.36,20,6,206,212
2012-05-19,0.43,1,0,2,0.5303,0.56,10,177,275,452
2011-06-10,0.52,1,0,2,0.7727,0.82,17,63,454,517
2012-03-02,0.87,3,0,1,0.3636,0.36,21,2,99,101
2011-07-29,0.79,2,0,3,0.7121,0.74,7,26,228,254
2012-01-22,0.74,2,0,1,0.1515,0.16,7,2,11,13
2012-05-11,0.51,1,0,2,0.4545,0.46,1,14,32,46
2012-01-12,0.93,3,0,1,0.3485,0.36,2,1,1,2
2012-01-11,0.87,3,0,1,0.3182,0.34,23,0,9,9
2012-06-16,0.68,1,0,2,0.5152,0.54,7,10,68,78
2011-10-31,0.66,1,0,4,0.4091,0.4,19,12,226,238
2011-06-20,0.61,1,0,2,0.6515,0.7,18,64,474,538
2011-05-12,0.83,1,0,2,0.5303,0.56,21,31,192,223
2012-05-26,0.79,1,0,2,0.6364,0.68,10,181,256,437
2011-06-27,0.54,2,0,3,0.6667,0.72,10,55,95,150
2011-10-09,0.47,1,0,4,0.6364,0.68,14,272,228,500
2011-01-08,0.36,1,0,1,0.1212,0.14,19,4,26,30
2012-01-27,0.5,1,0,1,0.3333,0.36,19,10,241,251
2012-09-27,0.83,3,0,4,0.5758,0.62,23,1,44,45
2011-11-25,0.81,1,0,4,0.2727,0.26,6,4,9,13
2011-12-11,0.55,1,0,4,0.2727,0.22,21,10,53,63
2012-04-11,0.56,1,0,2,0.2727,0.28,5,1,26,27
2012-06-13,0.32,1,0,2,0.6515,0.72,17,75,782,857
2012-05-30,0.89,3,0,2,0.5758,0.64,0,4,32,36
2012-06-25,0.3,1,0,3,0.6212,0.68,21,50,281,331
2011-12-14,0.75,1,0,4,0.3182,0.28,7,4,243,247
2011-07-14,0.56,1,0,3,0.6212,0.6,5,6,22,28
2012-03-02,0.87,3,0,1,0.3485,0.36,18,6,154,160
2011-06-25,0.45,1,0,3,0.6667,0.74,15,157,235,392
2011-03-29,0.21,1,0,2,0.3636,0.36,18,42,252,294
2012-12-22,0.48,1,0,1,0.2424,0.24,20,6,55,61
2012-06-14,0.51,1,0,2,0.6667,0.72,16,70,368,438
2012-08-16,0.32,1,0,3,0.7121,0.82,16,79,340,419
2011-05-12,0.88,1,0,2,0.4394,0.44,3,0,5,5
2012-06-03,0.36,1,0,2,0.6364,0.68,13,265,421,686
2012-06-09,0.23,1,0,2,0.697,0.82,14,239,354,593
2011-09-17,0.72,1,0,3,0.4545,0.46,1,28,52,80
2011-09-04,0.7,2,0,3,0.6818,0.72,23,46,58,104
2012-11-21,0.4,1,0,4,0.4091,0.4,17,41,333,374
2012-05-29,0.55,1,0,2,0.7576,0.8,12,56,181,237
2012-07-06,0.27,1,0,3,0.7879,0.9,13,99,194,293
2011-01-26,0.93,3,0,1,0.197,0.22,11,6,35,41
2012-08-24,0.48,2,0,3,0.6818,0.76,16,101,414,515
2012-07-18,0.35,3,0,3,0.8485,0.92,15,42,152,194
2012-11-30,0.66,1,0,4,0.3485,0.32,20,12,233,245
2011-10-30,0.53,1,0,4,0.3485,0.36,11,58,182,240
2011-04-28,0.83,1,0,2,0.5758,0.62,14,21,121,142
2012-05-01,0.58,2,0,2,0.6515,0.7,12,41,228,269
2011-07-04,0.7,2,1,3,0.6818,0.72,23,44,94,138
2012-06-08,0.57,1,0,2,0.6212,0.64,23,52,163,215
2012-07-15,0.79,1,0,3,0.697,0.72,20,95,199,294
2011-09-10,0.97,2,0,3,0.5,0.6,2,18,46,64
2012-12-14,0.69,1,0,4,0.2727,0.22,2,3,6,9
2012-01-13,0.47,1,0,1,0.197,0.22,9,10,204,214
2011-08-16,0.45,1,0,3,0.6818,0.76,14,65,117,182
2011-11-21,0.87,3,0,4,0.4091,0.4,23,4,29,33
2012-07-07,0.29,1,0,3,0.8333,0.94,18,83,194,277
2012-01-23,0.86,3,0,1,0.2121,0.2,8,5,267,272
2011-12-16,0.45,2,0,4,0.303,0.32,18,10,285,295
2012-12-26,0.86,3,0,1,0.1818,0.2,10,0,8,8
2011-11-03,0.76,2,0,4,0.4091,0.4,10,12,98,110
2011-10-15,0.32,1,0,4,0.5455,0.58,17,177,264,441
2012-11-02,0.4,1,0,4,0.3939,0.38,16,48,373,421
2011-10-31,0.66,1,0,4,0.4091,0.4,18,30,392,422
2012-02-08,0.87,3,0,1,0.2576,0.24,18,4,163,167
2012-06-06,0.77,1,0,2,0.4697,0.48,5,1,37,38
2011-09-16,0.71,1,0,3,0.4091,0.4,3,2,4,6
2011-07-24,0.59,1,0,3,0.7727,0.8,0,42,77,119
2012-12-22,0.51,1,0,1,0.2121,0.22,22,1,38,39
2012-12-06,0.6,1,0,4,0.2576,0.26,19,13,360,373
2011-01-17,0.43,2,1,1,0.197,0.18,5,0,1,1
2012-10-21,0.62,1,0,4,0.4091,0.4,2,44,88,132
2011-07-10,0.43,1,0,3,0.7424,0.82,18,141,222,363
2011-08-25,0.74,2,0,3,0.6667,0.7,8,23,461,484
2012-08-21,0.69,1,0,3,0.6061,0.64,9,47,281,328
2011-06-24,0.48,1,0,3,0.6515,0.7,21,50,183,233
2012-03-03,0.93,2,0,1,0.3485,0.36,3,1,20,21
2012-09-30,0.35,1,0,4,0.6212,0.62,17,195,380,575
2011-05-10,0.43,1,0,2,0.6212,0.6,19,69,365,434
2011-12-04,0.76,1,0,4,0.3485,0.36,20,8,116,124
2011-07-15,0.61,2,0,3,0.6212,0.66,10,59,107,166
2012-08-21,0.54,1,0,3,0.6515,0.7,11,61,195,256
2011-07-07,0.89,1,0,3,0.5758,0.64,4,0,4,4
2012-09-26,0.73,1,0,4,0.5303,0.56,5,1,35,36
2011-09-14,0.66,1,0,3,0.6818,0.72,11,43,121,164
2011-12-08,0.65,1,0,4,0.2727,0.28,2,0,4,4
2011-05-05,0.39,1,0,2,0.4848,0.5,10,30,98,128
2011-01-17,0.47,2,1,1,0.2121,0.2,15,21,72,93
2011-11-08,0.63,1,0,4,0.4545,0.46,11,21,126,147
2011-05-01,0.82,2,0,2,0.4545,0.46,18,33,126,159
2011-05-09,0.63,1,0,2,0.4697,0.48,7,16,221,237
2012-07-15,0.79,1,0,3,0.697,0.72,23,25,66,91
2012-02-09,0.36,1,0,1,0.3485,0.32,20,2,197,199
2012-01-15,0.27,1,0,1,0.2273,0.22,15,33,173,206
2012-10-04,0.51,1,0,4,0.6515,0.7,17,112,789,901
2012-04-15,0.63,1,0,2,0.4848,0.5,6,5,11,16
2011-04-30,0.42,1,0,2,0.5,0.52,12,178,238,416
2011-09-17,0.68,2,0,3,0.4848,0.5,10,72,177,249
2011-01-02,0.76,2,0,1,0.3939,0.38,9,1,19,20
2011-12-15,0.7,2,0,4,0.3182,0.32,1,5,15,20
2012-02-08,0.7,1,0,1,0.2576,0.24,5,0,20,20
2012-10-06,0.83,1,0,4,0.5303,0.56,8,22,184,206
2012-09-08,0.88,3,0,3,0.5303,0.56,15,175,337,512
2011-10-23,0.87,1,0,4,0.3636,0.34,3,15,31,46
2012-11-02,0.7,1,0,4,0.3182,0.3,4,1,6,7
2012-10-25,0.78,2,0,4,0.5303,0.56,13,49,264,313
2011-12-02,0.53,1,0,4,0.3182,0.34,19,13,252,265
2011-11-04,0.82,2,0,4,0.4091,0.4,1,1,16,17
2011-08-07,0.89,1,0,3,0.6667,0.7,22,21,82,103
2012-11-25,0.39,1,0,4,0.2879,0.3,16,25,203,228
2012-11-29,0.52,1,0,4,0.303,0.3,20,11,241,252
2011-03-02,0.69,1,0,1,0.2121,0.22,3,3,1,4
2011-02-17,0.54,1,0,1,0.3939,0.38,10,18,70,88
2011-02-09,0.45,1,0,1,0.1515,0.06,6,0,43,43
2012-11-25,0.44,1,0,4,0.2576,0.26,18,9,132,141
2012-07-05,0.44,1,0,3,0.7879,0.86,10,69,117,186
2011-01-30,0.56,1,0,1,0.3333,0.3,15,14,95,109
2011-03-22,0.44,1,0,2,0.4697,0.48,18,41,271,312
2011-02-20,0.47,1,0,1,0.1818,0.2,6,1,1,2
2011-08-17,0.43,1,0,3,0.697,0.78,11,20,108,128
2012-02-16,0.76,3,0,1,0.3636,0.34,15,3,50,53
2012-07-05,0.47,1,0,3,0.7727,0.84,21,91,232,323
2012-06-17,0.6,1,0,2,0.6061,0.6,22,55,98,153
2011-08-05,0.52,1,0,3,0.697,0.76,12,57,159,216
2012-10-18,0.82,1,0,4,0.4394,0.44,5,1,41,42
2012-12-26,0.87,3,0,1,0.2273,0.26,16,0,13,13
2012-10-02,0.94,2,0,4,0.5455,0.62,23,11,87,98
2011-04-09,0.82,2,0,2,0.3939,0.38,19,47,83,130
2011-11-06,0.81,1,0,4,0.303,0.26,1,11,104,115
2011-09-11,0.65,1,0,3,0.6515,0.7,12,113,298,411
2011-01-10,0.4,1,0,1,0.2273,0.2,17,4,174,178
2011-04-27,0.83,3,0,2,0.6061,0.66,17,63,458,521
2011-12-18,0.46,1,0,4,0.2727,0.28,17,10,126,136
2012-09-12,0.68,1,0,3,0.5303,0.56,23,16,111,127
2011-08-17,0.55,1,0,3,0.697,0.76,18,86,470,556
2012-12-18,0.44,1,0,4,0.4545,0.46,15,28,218,246
2011-07-18,0.59,1,0,3,0.7424,0.78,20,91,232,323
2011-03-16,0.62,2,0,1,0.4091,0.4,22,11,48,59
2012-08-20,0.83,2,0,3,0.5606,0.6,5,2,35,37
2012-08-11,0.89,2,0,3,0.5909,0.66,22,40,128,168
2012-06-20,0.47,1,0,2,0.803,0.86,12,30,150,180
2011-03-22,0.94,1,0,2,0.4394,0.44,2,0,1,1
2012-06-15,0.37,1,0,2,0.6515,0.74,17,125,698,823
2012-01-05,0.52,2,0,1,0.2576,0.24,10,5,81,86
2012-11-05,0.52,2,0,4,0.2727,0.3,5,1,38,39
2011-09-11,0.88,1,0,3,0.5455,0.58,6,4,16,20
2012-03-06,0.59,1,0,1,0.1818,0.16,8,14,487,501
2011-07-24,0.66,1,0,3,0.7576,0.78,1,33,63,96
2012-04-05,0.47,1,0,2,0.4091,0.4,22,20,129,149
2011-01-21,0.3,1,0,1,0.1212,0.12,18,1,119,120
2011-04-11,0.88,2,0,2,0.5,0.52,8,28,286,314
2012-10-02,0.88,2,0,4,0.5455,0.6,13,6,148,154
2012-01-15,0.47,2,0,1,0.1364,0.16,5,0,5,5
2011-05-22,0.69,3,0,2,0.6061,0.62,14,125,191,316
2012-02-29,0.87,3,0,1,0.4091,0.4,18,11,181,192
2011-03-14,0.65,1,0,1,0.2727,0.26,0,4,7,11
2011-06-20,0.58,1,0,2,0.6515,0.7,16,61,238,299
2011-11-08,0.87,1,0,4,0.3485,0.32,3,0,3,3
2011-02-24,0.6,1,0,1,0.2576,0.22,1,0,7,7
2011-10-20,0.58,1,0,4,0.4242,0.42,23,7,83,90
2012-06-27,0.47,1,0,3,0.6364,0.68,23,11,148,159
2012-10-09,0.87,3,0,4,0.3333,0.36,3,0,3,3
2012-05-16,0.73,1,0,2,0.6061,0.64,22,33,253,286
2012-05-26,0.88,1,0,2,0.5606,0.62,3,9,22,31
2011-05-11,0.5,1,0,2,0.6212,0.62,13,36,157,193
2012-06-08,0.47,1,0,2,0.6212,0.66,10,62,187,249
2011-02-18,0.36,1,0,1,0.6212,0.66,16,68,164,232
2011-12-11,0.55,1,0,4,0.1667,0.18,2,5,47,52
2011-04-29,0.4,2,0,2,0.5303,0.56,15,77,175,252
2012-10-08,0.71,2,1,4,0.4091,0.4,19,38,333,371
2011-12-12,0.8,1,0,4,0.2273,0.16,5,0,21,21
2012-07-08,0.66,2,0,3,0.803,0.8,16,65,226,291
2011-12-18,0.49,1,0,4,0.2879,0.3,14,19,200,219
